"iso_o","iso_d","year","ck","pop_o","pop_d","area","temperature","rainfall","TO","dis_int","lat","lon","landlocked","contig","dist","distcap","wto_o","wto_d","rta"
"DJI","CUB",2005,5113.80615234375,783.254,11284.253,23200,28.2795666666667,18.0248225,NA,57.28986,11.6,43.15,0,0,12958.37,12958.37,1,1,0
"SEN","CUB",2005,62772.24609375,11251.266,11284.253,196722,28.92445,71.426585,0.6944158565,166.8247,14.63333,-17.45,0,0,6855.256,6855.256,1,1,0
"IDN","CUB",2006,3494098.25,229838.202,11296.233,1933658,26.03345,222.6475,0.5665712681,523.0264,-6.133333,106.75,0,0,17903.42,17903.42,1,1,0
"BEN","CUB",2006,41510.44921875,8216.896,11296.233,112622,28.160225,82.6595083333333,0.4685187251,126.225,6.4,2.517,0,0,9221.086,9244.006,1,1,0
"URY","CUB",2006,135593.40625,3331.043,11296.233,176215,18.2501833333333,97.6448333333333,0.619715745,157.8902,-34.91667,-56.16667,0,0,7028.569,7028.569,1,1,0
"LUX","CUB",2006,105801.4609375,465.554,11296.233,2586,10.312495,78.4290666666667,3.205982618,19.12705,49.6,6.15,1,0,7980.815,7980.815,1,1,0
"DNK","CUB",2006,727784.5,5444.303,11296.233,43094,9.4590825,66.7993666666667,0.9736669718,78.08043,55.66667,12.58333,0,0,8213.876,8213.876,1,1,0
"PAN","CUB",2006,81943.7265625,3391.905,11296.233,75648,25.6112833333333,199.016483333333,1.37895702,103.4505,8.95,-79.5,0,0,1607.117,1607.117,1,1,0
"MDV","CUB",2007,5909.37060546875,336.07,11303.687,298,28.2355416666667,170.627016666667,1.8409329601,6.492948,4.166667,73.46667,0,0,16023.5,16023.5,1,1,0
"BGR","CUB",2007,165144.84375,7566.949,11303.687,110994,11.96856,59.7248375,1.2359195765,125.3094,42.66667,23.3,0,0,9487.716,9487.716,1,1,0
"PRT","CUB",2007,1415282.375,10630.12,11303.687,92389,15.1210441666667,49.0856166666667,0.6965307983,114.3257,38.73333,-9.133333,0,0,7025.992,7025.992,1,1,0
"LSO","CUB",2007,11933.5791015625,1982.287,11303.687,30355,13.1817183333333,56.2075391666667,1.6176584997,65.53132,-29.31667,27.48333,1,0,13102.42,13102.42,1,1,0
"BRN","CUB",2007,80563.53125,374.864,11303.687,5765,25.5809916666667,305.682916666667,0.9575046727,28.55837,4.933333,114.9667,0,0,16384.67,16384.67,1,1,0
"NGA","CUB",2008,1097859.125,150347.39,11309.754,923768,27.0553583333333,105.3780925,0.4079683535,361.5058,6.45,3.466667,0,0,9315.902,9575.386,1,1,0
"CAN","CUB",2008,4607175.5,33404.548,11309.754,9976139,-6.56081416666667,40.7108333333333,0.6692423059,1187.996,43.65,-79.38,0,0,2302.272,2555.547,1,1,0
"BEN","CUB",2008,45089.0078125,8696.916,11309.754,112622,27.781775,103.118840833333,0.5649791804,126.225,6.5,2.783333,0,0,9221.086,9244.006,1,1,0
"ITA","CUB",2008,10368286,59502.385,11309.754,301323,12.7552066666667,84.5074416666667,0.5471800768,206.4667,41.88334,12.5,0,0,8710.583,8710.583,1,1,0
"NAM","CUB",2008,38107.46875,2106.375,11309.754,825518,20.462625,22.8130683333333,1.2120731759,341.741,-22.56667,17.1,0,0,11900.41,11900.41,1,1,0
"PRY","CUB",2008,104538.5859375,6047.117,11309.754,406752,23.4270666666667,85.8365166666667,0.7616045106,239.8826,-25.25,-57.66667,1,0,6008.845,6008.845,1,1,0
"GIN","CUB",2009,15748.048828125,10556.524,11318.602,245857,26.1087666666667,131.849834166667,0.6981535343,186.4984,9.516666,-15.71667,0,0,7226.899,7226.899,1,1,0
"BDI","CUB",2009,9610.9150390625,8489.031,11318.602,27834,21.6032916666667,104.335483333333,0.35800003564,62.75114,-3.366667,29.31667,1,0,12386.04,12386.04,1,1,0
"DMA","CUB",2009,1283.57922363281,71.229,11318.602,751,25.0112,235.125233333333,0.8432564254,10.30751,15.3,-61.38334,0,0,2372.243,2372.243,1,1,0
"GRC","CUB",2009,1751806.375,11443.828,11318.602,131621,14.6403133333333,70.6536083333333,0.4774384655,136.4572,38,23.73333,0,0,9760.994,9760.994,1,1,0
"GAB","CUB",2009,65135.484375,1586.754,11318.602,267667,25.35195,153.08244,0.8350457742,194.5948,0.3833333,9.416667,0,0,10187.83,10187.83,1,1,0
"EST","CUB",2009,116082.390625,1335.83,11318.602,45227,5.9955,62.6902583333333,1.166496452,79.98945,59.41667,24.75,0,0,8733.678,8733.678,1,1,0
"JPN","CUB",2009,17325632,128566.659,11318.602,377801,11.5240825,137.242533333333,0.2449089992,231.188,35.66667,139.75,0,0,12127.1,12127.1,1,1,0
"DEU","CUB",2009,12396126,80965.612,11318.602,357325,9.66916333333333,61.8863083333333,0.7066504626,224.8358,52.533,13.417,0,0,7986.025,8374.303,1,1,0
"CAF","CUB",2010,13606.0234375,4448.525,11333.051,622984,26.0873083333333,116.1094575,0.3831704306,296.8741,4.383333,18.61667,1,0,10948.03,10948.03,1,1,0
"NLD","CUB",2010,3117979.25,16682.917,11333.051,41863,8.98072083333333,66.1055416666667,1.3554500944,76.95715,52.35,4.9,0,0,7823.974,7823.974,1,1,0
"MUS","CUB",2010,63291.85546875,1247.955,11333.051,2045,24.308075,149.808675,1.1345707355,17.00907,-20.16667,57.5,0,0,15886.75,15886.75,1,1,0
"GIN","CUB",2010,15449.0166015625,10794.17,11333.051,245857,26.5151333333333,164.64926,0.7354656487,186.4984,9.516666,-15.71667,0,0,7226.899,7226.899,1,1,0
"BHR","CUB",2010,196433.765625,1240.862,11333.051,678,28.9215833333333,2.44868416666667,1.2047239452,9.793742,26.2,50.63334,0,0,12571.64,12571.64,1,1,0
"CHN","CUB",2010,42218080,1359755.102,11333.051,9572378,6.996725,51.1477916666667,0.4888929937,1163.707,39.91667,116.4333,0,0,12750.39,12750.39,1,1,0
"CYP","CUB",2010,127988.625,1112.607,11333.051,9251,20.6896333333333,34.7684441666667,1.0769029887,36.17663,35.15,33.35,0,0,10661.26,10661.26,1,1,0
"ALB","CUB",2010,94202.3359375,2940.525,11333.051,28748,12.4671216666667,106.7238175,0.765434459,63.77311,41.33333,19.81667,0,0,9295.044,9295.044,1,1,0
"DOM","CUB",2010,358452.90625,9897.985,11333.051,48734,24.4825166666667,162.930891666667,0.5599993608,83.03283,18.5,-69.78333,0,0,1410.445,1410.445,1,1,0
"HND","CUB",2010,104274.5625,8194.778,11333.051,112088,24.1800333333333,186.126291666667,1.0944183824,125.9254,14.08333,-87.23333,0,0,1126.169,1126.169,1,1,0
"MEX","CUB",2010,5054693,117318.941,11333.051,1967210,20.749575,67.3174941666667,0.6076031847,527.5446,19.41667,-99.16666,0,0,1784.223,1784.223,1,1,0
"BGR","CUB",2010,268591.78125,7404.59,11333.051,110994,11.8775733333333,64.4412583333333,1.0320724663,125.3094,42.66667,23.3,0,0,9487.716,9487.716,1,1,0
"AGO","CUB",2011,641505.9375,24218.565,11354.651,1246700,21.54165,83.14135,0.9998250785,419.9666,-8.833333,13.25,0,0,10977.25,10977.25,1,1,0
"ZMB","CUB",2011,232081.046875,14264.756,11354.651,752614,21.981275,81.0477908333333,0.7621283406,326.3022,-15.46667,28.26667,1,0,12765.39,12765.39,1,1,0
"BWA","CUB",2011,109925.4609375,2051.339,11354.651,600372,21.99065,41.74118,1.0354557878,291.4366,-24.75,25.91667,1,0,12830.86,12830.86,1,1,0
"RWA","CUB",2011,24876.505859375,10516.071,11354.651,26338,20.2021166666667,124.533641666667,0.4389292498,61.0415,-1.933333,30.06667,1,0,12397.89,12397.89,1,1,0
"PAN","CUB",2011,142056.6875,3707.782,11354.651,75648,25.2872583333333,235.1655,1.6248751958,103.4505,8.95,-79.5,0,0,1607.117,1607.117,1,1,0
"PHL","CUB",2012,1815610.75,96866.642,11382.146,3e+05,26.0842416666667,258.99625,0.6489944375,206.0129,14.61667,120.9667,0,0,15122.36,15122.36,1,1,0
"TCD","CUB",2012,26057.76953125,12705.135,11382.146,1284005,27.7686916666667,34.6362683333333,0.8057561969,426.2036,12.16667,14.98333,1,0,10227.72,10227.72,1,1,0
"SUR","CUB",2012,35547.6484375,537.077,11382.146,163820,25.9835583333333,184.294375,NA,152.236,5.866667,-55.23333,0,0,3489.664,3489.664,1,1,0
"KHM","CUB",2012,76698.8359375,14776.866,11382.146,181035,27.9362916666667,163.989766666667,1.205974375,160.035,11.58333,104.9167,0,0,16089.97,16089.97,1,1,0
"BGR","CUB",2012,297272.0625,7310.383,11382.146,110994,12.0295558333333,50.8812,1.247764516,125.3094,42.66667,23.3,0,0,9487.716,9487.716,1,1,0
"POL","CUB",2012,1934272.875,38317.404,11382.146,312685,8.55865833333333,51.1076166666667,0.8932746214,210.3233,52.25,21,0,0,8864.201,8864.201,1,1,0
"FIN","CUB",2013,1029301.1875,5436.616,11412.167,336593,3.17342583333333,42.3822416666667,0.7851360788,218.2159,60.13334,25,0,0,8710.905,8710.905,1,1,0
"CAN","CUB",2013,5828468.5,35255.495,11412.167,9976139,-6.44562666666667,38.5636583333333,0.6197339491,1187.996,43.65,-79.38,0,0,2302.272,2555.547,1,1,0
"ITA","CUB",2013,12945109,59668,11412.167,301323,12.6158583333333,82.281275,0.5546658975,206.4667,41.88334,12.5,0,0,8710.583,8710.583,1,1,0
"PAN","CUB",2013,179119.078125,3838.462,11412.167,75648,25.442725,156.583391666667,1.3763392601,103.4505,8.95,-79.5,0,0,1607.117,1607.117,1,1,0
"AGO","CUB",2013,734677.375,25998.34,11412.167,1246700,21.8475166666667,79.0114575,0.8681193078,419.9666,-8.833333,13.25,0,0,10977.25,10977.25,1,1,0
"SVN","CUB",2014,338292.25,2070.845,11439.767,20256,10.7558083333333,143.045241666667,1.4422795901,53.53165,46.06667,14.5,0,0,8694.525,8694.525,1,1,0
"JAM","CYM",2002,41495.87109375,2695.446,44.738,10991,25.8326833333333,152.1498,0.8184675542,39.43233,17.96667,-76.8,0,0,505.6215,505.6215,1,NA,0
"BEN","CYM",2002,32254.609375,7295.394,44.738,112622,27.9175666666667,87.3454916666667,0.5148426491,126.225,6.4,2.517,0,0,9143.72,9168.058,1,NA,0
"THA","CYM",2002,1808674.25,64073.164,44.738,513115,26.9209,132.519706666667,1.1496974302,269.427,13.73333,100.5,0,0,16351.48,16351.48,1,NA,0
"GRC","CYM",2002,1088495.625,11216.799,44.738,131621,14.5800725,63.40485,0.5034899626,136.4572,38,23.73333,0,0,9956.139,9956.139,1,NA,0
"CAN","CYM",2002,3207819.75,31320.889,44.738,9976139,-6.26846666666667,37.6133666666667,0.7573269035,1187.996,45.42,-75.71,0,0,2716.584,2953.789,1,NA,0
"URY","CYM",2002,112423.90625,3327.773,44.738,176215,18.0441416666667,162.496316666667,0.4002906731,157.8902,-34.91667,-56.16667,0,0,6596.865,6596.865,1,NA,0
"COL","CYM",2002,866421.8125,41572.491,44.738,1141748,24.6845166666667,250.047408333333,0.3298263922,401.9008,4.633333,-75.06667,0,0,1770.522,1770.522,1,NA,0
"BLZ","CYM",2003,2131.44873046875,269.13,46.028,22963,25.8583333333333,138.610758333333,1.1912174496,56.99649,17.21667,-88.8,0,0,817.3775,817.3775,1,NA,0
"JOR","CYM",2003,79021.5390625,5396.774,46.028,91862,19.4629375,9.77067833333333,1.157064591,113.9992,31.95,35.93333,0,0,11252.88,11252.88,1,NA,0
"ARM","CYM",2003,26785.814453125,3017.806,46.028,29800,7.38158583333333,55.2088666666667,0.8218767117,64.92948,40.18333,44.5,1,0,11362.05,11362.05,1,NA,0
"POL","CYM",2003,1140980,38438.826,46.028,312685,8.29648,40.7497583333333,0.6943730568,210.3233,52.25,21,0,0,9137.809,9137.809,1,NA,0
"MOZ","CYM",2003,14374.4873046875,19716.598,46.028,801590,24.2374583333333,80.37671,0.765095523,336.7518,-25.96667,32.58333,0,0,13278.04,13278.04,1,NA,0
"PRT","CYM",2003,939305.9375,10487.113,46.028,92389,15.6196841666667,77.30413,0.6043826721,114.3257,38.73333,-9.133333,0,0,7173.567,7173.567,1,NA,0
"ATG","CYM",2004,2500.77172851562,88.257,47.299,442,25.847475,256.5405,1.2248146091,7.907605,17.13333,-61.83333,0,0,2079.72,2079.72,1,NA,0
"MLI","CYM",2004,17782.638671875,12391.906,47.299,1240142,29.1611666666667,26.5284225,0.5531161766,418.8606,12.66667,-7.983333,1,0,7834.828,7834.828,1,NA,0
"AUT","CYM",2004,969900.125,8216.805,47.299,83858,6.67842833333333,95.000275,0.9079234569,108.9196,48.21667,16.36667,1,0,8981.539,8981.539,1,NA,0
"ARM","CYM",2004,28035.732421875,3000.612,47.299,29800,8.16321583333333,47.9053333333333,0.7503721019,64.92948,40.18333,44.5,1,0,11362.05,11362.05,1,NA,0
"QAT","CYM",2005,157730.9375,864.863,48.622,11437,27.5563333333333,4.5478475,0.9474554417,40.22443,25.25,51.53333,0,0,12924.22,12924.22,1,NA,0
"ALB","CYM",2005,49495.1484375,3079.179,48.622,28748,11.3407591666667,77.5255666666667,0.7087232315,63.77311,41.33333,19.81667,0,0,9502.166,9502.166,1,NA,0
"BRN","CYM",2005,70833.9453125,365.158,48.622,5765,25.725175,261.666083333333,0.9745761662,28.55837,4.933333,114.9667,0,0,16796.14,16796.14,1,NA,0
"MDG","CYM",2005,37221.56640625,18336.724,48.622,587041,24.034575,115.693241666667,0.7376518213,288.1828,-18.86667,47.5,0,0,14677.56,14677.56,1,NA,0
"HRV","CYM",2005,223750.59375,4378.057,48.622,56538,10.4430325,98.811325,0.8485714072,89.43428,45.8,15.96667,0,0,9038.867,9038.867,1,NA,0
"TUR","CYM",2005,1455315.75,67903.406,48.622,780576,11.6019575,46.9694833333333,0.4543713729,332.3085,41.03333,28.95,0,0,10210.83,10559.1,1,NA,0
"KHM","CYM",2005,48680.2578125,13270.201,48.622,181035,27.6496333333333,150.199499166667,1.3683193007,160.035,11.58333,104.9167,0,0,16527.81,16527.81,1,NA,0
"LBR","CYM",2005,3641.32080078125,3261.23,48.622,111369,26.0517333333333,177.652066666667,2.7036361432,125.5209,6.333333,-10.76667,0,0,7751.789,7751.789,0,NA,0
"SLE","CYM",2005,10875.8935546875,5658.379,48.622,73326,26.8745416666667,183.7049125,0.468728414,101.8504,8.5,-13.28333,0,0,7413.465,7413.465,1,NA,0
"IND","CYM",2005,7910673,1144118.674,48.622,3287590,24.41905,82.4246733333333,0.4248530654,681.9816,28.61667,77.21667,0,0,14225.51,14225.51,1,NA,0
"KEN","CYM",2005,114802.78125,36048.288,48.622,582646,25.1374666666667,45.0372666666667,0.6447886616,287.102,-1.283333,36.83333,0,0,13018.68,13018.68,1,NA,0
"GRD","CYM",2006,2598.955078125,103.259,50.031,345,26.99165,130.816408333333,0.8082174542,6.986238,12.06667,-61.73333,0,0,2251.931,2251.931,1,NA,0
"ARM","CYM",2006,33058.1015625,2958.5,50.031,29800,8.002855,44.8069083333333,0.6260919307,64.92948,40.18333,44.5,1,0,11362.05,11362.05,1,NA,0
"JOR","CYM",2007,142094.375,6193.191,51.483,91862,19.4640091666667,8.25149916666667,1.4662273496,113.9992,31.95,35.93333,0,0,11252.88,11252.88,1,NA,0
"BRB","CYM",2007,9524.7158203125,276.15,51.483,431,26.7706833333333,185.497358333333,0.9117769811,7.808587,13.1,-59.61666,0,0,2424.176,2424.176,1,NA,0
"ISL","CYM",2007,49109.1640625,305.2,51.483,102819,2.60305333333333,99.9309166666667,0.7580705623,120.6064,64.15,-21.96667,0,0,6627.641,6627.641,1,NA,0
"LKA","CYM",2007,322793.96875,19810.789,51.483,65610,27.0674916666667,132.102908333333,0.6860651166,96.3427,6.916667,79.86667,0,0,16464.57,16464.57,1,NA,0
"TCD","CYM",2007,22156.29296875,10775.708,51.483,1284005,27.9572083333333,33.6662883333333,0.8473102387,426.2036,12.16667,14.98333,1,0,10225.17,10225.17,1,NA,0
"JPN","CYM",2007,17074292,128505.251,51.483,377801,11.731965,122.0339,0.3309388848,231.188,35.66667,139.75,0,0,12535.78,12535.78,1,NA,0
"AUS","CYM",2008,3225914.5,21342.493,52.926,7686848,21.792125,38.3332641666667,0.4292779763,1042.817,-33.88334,151.1667,0,0,14619.49,14792.12,1,NA,0
"RWA","CYM",2008,17345.09765625,9708.169,52.926,26338,20.23735,92.2608383333333,0.4237915278,61.0415,-1.933333,30.06667,1,0,12338.67,12338.67,1,NA,0
"PHL","CYM",2008,1316935.5,90751.864,52.926,3e+05,25.6385166666667,262.477166666667,0.7628226604,206.0129,14.61667,120.9667,0,0,15534.48,15534.48,1,NA,0
"FRA","CYM",2009,9769681,62687.521,54.279,547026,12.7422866666667,66.6109166666667,0.5046245085,278.1876,48.86666,2.333333,0,0,7960.709,7960.709,1,NA,0
"MAR","CYM",2009,735019.625,31989.897,54.279,710850,18.4047725,30.0391108333333,0.6791510295,317.1194,34.03333,-6.85,0,0,7437.437,7437.437,1,NA,0
"SUR","CYM",2009,28626.625,520.619,54.279,163820,26.1492083333333,170.1112,0.87917356,152.236,5.866667,-55.23333,0,0,3202.293,3202.293,1,NA,0
"IND","CYM",2010,15356803,1230980.691,55.507,3287590,25.1492583333333,95.5394025,0.4968889125,681.9816,28.61667,77.21667,0,0,14225.51,14225.51,1,NA,0
"NAM","CYM",2010,51918.42578125,2173.17,55.507,825518,20.9971083333333,24.34902,1.0841349125,341.741,-22.56667,17.1,0,0,11663.91,11663.91,1,NA,0
"HND","CYM",2010,104274.5625,8194.778,55.507,112088,24.1800333333333,186.126291666667,1.0944183824,125.9254,14.08333,-87.23333,0,0,851.8792,851.8792,1,NA,0
"LSO","CYM",2010,16902.439453125,2040.551,55.507,30355,13.9930758333333,70.2445341666667,1.420121905,65.53132,-29.31667,27.48333,1,0,12836.89,12836.89,1,NA,0
"TGO","CYM",2010,20208.83984375,6502.952,55.507,56785,27.7933833333333,111.478164166667,0.9027265548,89.62943,6.166667,1.35,0,0,9029.707,9029.707,1,NA,0
"TCD","CYM",2010,22964.9453125,11887.202,55.507,1284005,28.4907916666667,32.9036333333333,0.8039070929,426.2036,12.16667,14.98333,1,0,10225.17,10225.17,1,NA,0
"BGR","CYM",2010,268591.78125,7404.59,55.507,110994,11.8775733333333,64.4412583333333,1.0320724663,125.3094,42.66667,23.3,0,0,9710.132,9710.132,1,NA,0
"CHN","CYM",2010,42218080,1359755.102,55.507,9572378,6.996725,51.1477916666667,0.4888929937,1163.707,39.91667,116.4333,0,0,13188.35,13188.35,1,NA,0
"BGD","CYM",2010,1004904.125,152149.102,55.507,143998,26.07645,175.867544166667,0.3780284268,142.7289,23.7,90.36667,0,0,15164.94,15164.94,1,NA,0
"ARE","CYM",2011,2026025.5,8672.475,56.579,83657,27.8804666666667,2.155425,1.517982701,108.789,24.46667,54.41667,0,0,13202.14,13202.14,1,NA,0
"LTU","CYM",2011,221246.203125,3079.881,56.579,65300,7.72667166666667,54.25045,1.5254126518,96.11483,54.68333,25.31667,0,0,9295.403,9295.403,1,NA,0
"QAT","CYM",2011,659754,1952.054,56.579,11437,28.211875,3.64248416666667,0.987216351,40.22443,25.25,51.53333,0,0,12924.22,12924.22,1,NA,0
"EST","CYM",2011,136205.390625,1328.449,56.579,45227,6.85996166666667,54.4417666666667,1.6734994921,79.98945,59.41667,24.75,0,0,9049.646,9049.646,1,NA,0
"ITA","CYM",2012,13040348,59733.834,57.523,301323,12.8575416666667,71.075975,0.5618487973,206.4667,41.88334,12.5,0,0,8907.688,8907.688,1,NA,0
"NIC","CYM",2012,81651.1796875,5877.108,57.523,130670,24.978575,182.5472,1.1517728848,135.9633,12.1,-86.3,0,0,958.7637,958.7637,1,NA,0
"COL","CYM",2012,1650609,46881.475,57.523,1141748,24.6362916666667,185.794391666667,0.3887140295,401.9008,4.633333,-75.06667,0,0,1770.522,1770.522,1,NA,0
"FJI","CYM",2012,14999.6025390625,873.596,57.523,18333,24.0767166666667,228.609083333333,1.2465002312,50.92729,-18.13333,178.4167,0,0,11705.43,11705.43,1,NA,0
"ZAF","CYM",2012,2020230.5,52998.213,57.523,1219912,18.2197166666667,38.7102166666667,0.6089969944,415.4302,-33.93333,18.46667,0,0,12083.73,12842.56,1,NA,0
"TJK","CYM",2012,187741.9375,7995.062,57.523,143095,3.3992425,42.0383766666667,0.8317594454,142.2807,38.63334,68.85,1,0,12877.09,12877.09,0,NA,0
"DMA","CYM",2012,2052.35864257812,72.044,57.523,751,25.0357916666667,263.7392,0.8400016278,10.30751,15.3,-61.38334,0,0,2169.919,2169.919,1,NA,0
"DOM","CYM",2012,387896.125,10154.95,57.523,48734,24.3399166666667,126.941841666667,0.5838867389,83.03283,18.5,-69.78333,0,0,1224.471,1224.471,1,NA,0
"MOZ","CYM",2012,45755.1171875,25676.606,57.523,801590,24.050375,81.0016458333333,1.1082979956,336.7518,-25.96667,32.58333,0,0,13278.04,13278.04,1,NA,0
"PHL","CYM",2012,1815610.75,96866.642,57.523,3e+05,26.0842416666667,258.99625,0.6489944375,206.0129,14.61667,120.9667,0,0,15534.48,15534.48,1,NA,0
"BDI","CYM",2012,10383.634765625,9319.71,57.523,27834,20.9279083333333,84.2152433333333,0.43699989011,62.75114,-3.366667,29.31667,1,0,12313.79,12313.79,1,NA,0
"MOZ","CYM",2013,58538.7421875,26434.372,58.371,801590,24.1349083333333,80.74147,1.1437594225,336.7518,-25.96667,32.58333,0,0,13278.04,13278.04,1,NA,0
"SLE","CYM",2013,20574.244140625,6922.079,58.371,73326,26.3966833333333,204.617168333333,0.8745280099,101.8504,8.5,-13.28333,0,0,7413.465,7413.465,1,NA,0
"ZAF","CYM",2013,2117818,53767.396,58.371,1219912,18.351425,35.0526533333333,0.6424175982,415.4302,-33.93333,18.46667,0,0,12083.73,12842.56,1,NA,0
"OMN","CYM",2013,490360.5,3711.481,58.371,212379,25.759175,10.6654858333333,1.2847362062,173.3363,23.61667,58.63334,0,0,13580.56,13580.56,1,NA,0
"MWI","CYM",2013,55952.21875,16577.147,58.371,118484,22.353025,91.5058775,0.7826910655,129.4684,-13.96667,33.81667,1,0,13135.26,13135.26,1,NA,0
"DOM","CYM",2013,407786.4375,10281.296,58.371,48734,24.491475,105.960008333333,0.5668175612,83.03283,18.5,-69.78333,0,0,1224.471,1224.471,1,NA,0
"SUR","CYM",2013,37006.8828125,542.54,58.371,163820,26.091225,212.8229,NA,152.236,5.866667,-55.23333,0,0,3202.293,3202.293,1,NA,0
"TJK","CYM",2013,186846.515625,8177.809,58.371,143095,4.4659175,38.3935683333333,0.712581278,142.2807,38.63334,68.85,1,0,12877.09,12877.09,1,NA,0
"ZWE","CYM",2013,82862.609375,15054.506,58.371,390759,21.5780416666667,51.4104358333333,0.5865649399,235.1193,-17.83333,31.05,1,0,12951.25,12951.25,1,NA,0
"RUS","CYM",2013,7362571.5,143597.23,58.371,17075400,-4.48260083333333,38.9483,0.4619335529,1554.244,55.75,37.7,0,0,9921.235,9921.235,1,NA,0
"CAN","CYM",2014,6097224.5,35604.728,59.172,9976139,-6.36397416666667,39.624075,0.6405762293,1187.996,43.65,-79.38,0,0,2716.584,2953.789,1,NA,0
"MDG","CYM",2014,60109.73828125,23589.801,59.172,587041,23.43415,136.916258333333,0.6989687591,288.1828,-18.86667,47.5,0,0,14677.56,14677.56,1,NA,0
"DNK","CYM",2014,1079511.125,5663.914,59.172,43094,10.4131941666667,70.05315,1.0226392047,78.08043,55.66667,12.58333,0,0,8496.935,8496.935,1,NA,0
"SUR","CYM",2014,38824.8515625,547.928,59.172,163820,26.1443583333333,173.026475,NA,152.236,5.866667,-55.23333,0,0,3202.293,3202.293,1,NA,0
"GTM","CYM",2014,292397.53125,15923.559,59.172,108889,24.3316083333333,214.777308333333,0.567179151,124.1154,14.63333,-90.51667,0,0,1101.942,1101.942,1,NA,0
"CAF","CYP",2002,6555.8779296875,3907.612,976.966,622984,25.4568333333333,102.730744166667,0.3610856478,296.8741,4.383333,18.61667,1,0,3745.057,3745.057,1,1,0
"MUS","CYP",2002,32077.814453125,1201.812,976.966,2045,24.8010166666667,152.129991666667,1.2060171373,17.00907,-20.16667,57.5,0,0,6664.209,6664.209,1,1,0
"MEX","CYP",2002,2552781.5,104355.608,976.966,1967210,21.099425,60.5416991666667,0.466979147,527.5446,19.41667,-99.16666,0,0,12159.86,12159.86,1,1,0
