"ISO","Year","Pop","Land","openness_real","N","P","K","NperArea","PperArea","KperArea"
"BWA",2011,2089706,566730,0.9561554201,8460,741,415,25.95,2.27,1.27
"BWA",2012,2132822,566730,1.0077035518,15152,252,224,52.79,0.88,0.78
"BWA",2013,2176510,566730,1.0861882995,21983,389,173,78.79,1.39,0.62
"BWA",2014,2219937,566730,0.9310187938,21156,1123,974,52.76,2.8,2.43
"CAF",2011,4530903,622980,0.3787569758,461,141,150,0.25,0.08,0.08
"CAF",2012,4619500,622980,0.3641031675,226.51,62.4,218.4,0.12,0.03,0.12
"CAF",2013,4710678,622980,0.3895110693,226,62,218,0.12,0.03,0.12
"CAF",2014,4804316,622980,0.4946501745,226,62,218,0.12,0.03,0.12
"CAN",2002,31362000,9093510,0.7627804103,1642988,656295,335914,31.52,12.59,6.45
"CAN",2003,31676000,9093510,0.7020764108,1649912,685815,349781,31.65,13.16,6.71
"CAN",2004,31995000,9093510,0.7051096653,1539450,610336,331580,29.53,11.71,6.36
"CAN",2005,32312000,9093510,0.7002204564,1776685,693121,328596,34.08,13.29,6.3
"CAN",2006,32570505,9093510,0.6822299548,1371962,615799,132275,27.16,12.19,2.62
"CAN",2007,32887928,9093510,0.6651471997,2068032,743994,253413,41.37,14.88,5.07
"CAN",2008,33245773,9093510,0.672067724,1909243,671423,250000,38.6,13.57,5.05
"CAN",2009,33628571,9093510,0.5835270678,1914550,561811,250000,39.12,11.48,5.11
"CAN",2010,34005274,9093510,0.6002278144,2051264,650749,3e+05,42.37,13.44,NA
"CAN",2011,34342780,9093510,0.6232532624,2490486,822189,3e+05,52,17.17,NA
"CAN",2012,34754312,9093510,0.6225816774,2787716.1,768247.16,504605.25,58.08,16.01,10.51
"CAN",2013,35158304,9093510,0.6198433908,2760413.94,896448.67,504605.25,57.39,18.64,10.49
"CAN",2014,35540419,9093510,0.6413834137,3261048.5,1127838.2,643222.98,67.65,23.4,13.34
"CHE",2002,7284753,39522,0.9124119314,40542,15882,23687,93.78,36.74,54.79
"CHE",2003,7339001,39521,0.8976370038,43182,15747,23822,100.4,36.61,55.39
"CHE",2004,7389625,39520,0.9414259118,45864,16372,25746,106.71,38.09,59.9
"CHE",2005,7437115,39518,1.0061509813,53275,15828,23496,124.01,36.84,54.69
"CHE",2006,7483934,39517,1.0493863624,53171,16953,22938,123.57,39.4,53.31
"CHE",2007,7551117,39516,1.118949761,48587,16862,28027,112.99,39.21,65.18
"CHE",2008,7647675,39516,1.1536509631,52896,15674,23771,123.07,36.47,55.31
"CHE",2009,7743831,39516,1.0732209,51055,11687,14735,118.73,27.18,34.27
"CHE",2010,7824909,39516,1.1777154293,50829,16011,21496,118.62,37.37,50.17
"CHE",2011,7912398,39516,1.2307642934,46548,16353,21496,108.76,38.21,50.22
"CHE",2012,7996861,39516,1.2417976066,39348.52,12490.22,15852.7,91.89,29.17,37.02
"CHE",2013,8089346,39516,1.3249441587,47648.35,10504.87,14313.85,111.25,24.52,33.42
"CHE",2014,8190229,39516,1.1730537931,47973.34,9674.93,16092.45,112.69,22.72,37.8
"CHL",2002,15544554,743532,0.6193707132,246316,155711,105799,119.28,75.4,51.23
"CHL",2003,15729268,743532,0.6512237566,221073,186420,87721,114.84,96.84,45.57
"CHL",2004,15913119,743532,0.6825881399,292680,166031,278318,151.26,85.8,143.83
"CHL",2005,16096571,743532,0.6996738897,240708,124584,265112,127.7,66.09,140.64
"CHL",2006,16279728,743532,0.7194475384,271154,143327,227868,150.64,79.63,126.59
"CHL",2007,16462701,743532,0.7578787272,324391,168422,181222,188.71,97.98,105.42
"CHL",2008,16645940,743532,0.8104138126,394599,132382,374678,223.06,74.83,211.8
"CHL",2009,16829957,743532,0.6676844973,354384,96090,351792,200.56,54.38,199.09
"CHL",2010,17015048,743532,0.6972929838,348444,125955,0,201.65,72.89,0
"CHL",2011,17201305,743532,0.7294719996,276078,121816,250809,155.62,68.67,141.38
"CHL",2012,17388437,743532,0.6881272238,273403,120575,41476,157.13,69.3,23.84
"CHL",2013,17575833,743532,0.6547019394,288847,128564,37574,163.56,72.8,21.28
"CHL",2014,17762647,743532,0.6607215551,279778,151669,30382,160.22,86.86,17.4
"CHN",2002,1280400000,9388213.2,0.4246062049,25223879,10706986,7773668,199.31,84.6,61.43
"CHN",2003,1288400000,9388212.7,0.5161183791,25348375,10957911,8159782,204.18,88.26,65.73
"CHN",2004,1296075000,9388212.5,0.5944650884,26393147,11484517,8769571,212.09,92.29,70.47
"CHN",2005,1303720000,9388211.8,0.6289641832,26781271,11882813,9309299,213.5,94.73,74.21
"CHN",2006,1311020000,9388211.4,0.6476945795,27386223,12426055,9791609,224.23,101.74,80.17
"CHN",2007,1317885000,9388210.8,0.6228056625,28116795,12841482,10413852,229.4,104.77,84.97
"CHN",2008,1324655000,9388210.8,0.5680205353,28507058,13242980,10871033,232.63,108.07,88.71
"CHN",2009,1331260000,9388211,0.4358661349,29073676,13710813,11359600,237.26,111.89,92.7
"CHN",2010,1337705000,9388211,0.4933251822,29644642,14124702,11919447,241.92,115.27,97.27
"CHN",2011,1344130000,9388211,0.488309268,30232323,14575596,12421580,246.73,118.95,101.37
"CHN",2012,1350695000,9388211,0.4571235318,30802513.39,15050320.25,12929104.95,251.39,122.83,105.52
"CHN",2013,1357380000,9388211,0.4390487375,30963767.42,15297510.72,13255615.98,252.72,124.85,108.19
"CHN",2014,1364270000,9388211,0.41538388,31144838.57,15633865.03,13589994.68,254.19,127.6,110.92
"CIV",2002,17185421,318000,0.798636641,30009,27283,29561,4.55,4.13,4.48
"CIV",2003,17491539,318000,0.7526749055,19994,32818,29355,3.03,4.97,4.45
"CIV",2004,17802516,318000,0.8460668736,40558,8450,27205,5.96,1.24,4
"CIV",2005,18132702,318000,0.9392263771,16180,10746,22859,2.31,1.54,3.27
"CIV",2006,18486392,318000,0.9506972996,10962,22312,30489,1.54,3.14,4.29
"CIV",2007,18862172,318000,0.8943763142,25909,15809,27853,3.5,2.14,3.76
"CIV",2008,19261647,318000,0.8727485334,17606,4740,30468,2.38,0.64,4.12
"CIV",2009,19684909,318000,0.9077922973,21396,6798,16198,2.89,0.92,2.19
"CIV",2010,20131707,318000,0.9395943422,26724,22537,43788,3.61,3.05,5.92
"CIV",2011,20604172,318000,0.9115483119,25236,9192,21840,3.41,1.24,2.95
"CIV",2012,21102641,318000,0.9280808899,32530.85,18636.64,26895.86,4.4,2.52,3.63
"CIV",2013,21622490,318000,0.8491072404,32385.43,36436.51,39042.04,4.38,4.92,5.28
"CIV",2014,22157107,318000,0.8280121408,43043.96,35336,43397.3,5.82,4.78,5.86
"CMR",2002,16779434,472710,0.4065013021,20791,9830,27600,2.9,1.37,3.85
"CMR",2003,17218591,472710,0.401496532,19370,11713,17522,2.71,1.64,2.45
"CMR",2004,17667576,472710,0.3923134926,33167,13105,19662,4.6,1.82,2.73
"CMR",2005,18126999,472710,0.4192587936,22773,6177,18748,3.16,0.86,2.6
"CMR",2006,18597109,472710,0.4395762733,25383,11364,17112,3.52,1.58,2.37
"CMR",2007,19078100,472710,0.4853558019,22299,6898,22221,3.09,0.96,3.08
"CMR",2008,19570418,472710,0.5234214386,22895,6821,9386,3.15,0.94,1.29
"CMR",2009,20074522,472710,0.3706517649,25297,4509,11952,3.46,0.62,1.63
"CMR",2010,20590666,472710,0.4036099983,25457,10725,21100,3.31,1.39,2.74
"CMR",2011,21119065,472710,0.448595613,36977,8684,22762,4.77,1.12,2.94
"CMR",2012,21659488,472710,0.4540277691,28128.81,12593.08,23359.66,3.63,1.62,3.01
"CMR",2013,22211166,472710,0.4956677138,37118.28,10135.34,15108.08,4.79,1.31,1.95
"CMR",2014,22773014,472710,0.5288641808,26009.73,11820.74,21819.95,3.36,1.53,2.82
"COD",2003,52602208,2267050,0.5403135618,1075,369,400,0.14,0.05,0.05
"COD",2004,54314855,2267050,0.4933641462,795,314,286,0.11,0.04,0.04
"COD",2005,56089536,2267050,0.4397480453,376,40,38,0.05,0.01,0.01
"COD",2006,57926840,2267050,0.4466484004,1627,245,1176,0.22,0.03,0.16
"COD",2007,59834875,2267050,0.8665569317,2943,468,842,0.4,0.06,0.11
"COD",2008,61809278,2267050,0.8631230347,4314,891,1142,0.58,0.12,0.15
"COD",2009,63845097,2267050,0.6427508026,2930,690,1793,0.39,0.09,0.24
"COD",2010,65938712,2267050,0.9193622391,4676,818,2014,0.62,0.11,0.27
"COD",2011,68087376,2267050,0.9500332926,3514,968,2591,0.45,0.12,0.33
"COD",2012,70291160,2267050,0.7346493586,3445.28,1214.95,575.64,0.43,0.15,0.07
"COD",2013,72552861,2267050,0.7566650618,7084.31,1128.46,1904.06,0.89,0.14,0.24
"COD",2014,74877030,2267050,0.7221137009,15120.5,1763.19,3351.82,1.89,0.22,0.42
"COG",2004,3412592,341500,1.3136819871,734,31,534,1.35,0.06,0.98
"COG",2005,3503086,341500,1.3866356731,9,23,NA,0.02,0.04,NA
"COG",2006,3604595,341500,1.4977964449,24,2,NA,0.04,0,NA
"COG",2007,3715665,341500,1.3205259739,64,64,48,0.12,0.12,0.09
"COG",2008,3832771,341500,1.2215396961,252,66,48,0.46,0.12,0.09
"COG",2009,3950786,341500,1.2062342089,913,741,635,1.62,1.32,1.13
"COG",2010,4066078,341500,1.3981759634,110,89,77,0.19,0.15,0.13
"COG",2011,4177435,341500,1.4511877723,282,159,256,0.47,0.27,0.43
"COG",2012,4286188,341500,1.4410441302,681.61,165.82,344,1.13,0.27,0.57
"COG",2013,4394334,341500,1.426044328,687.03,416.02,606.27,1.1,0.66,0.97
"COG",2014,4504962,341500,1.4323939663,380,401,667.44,0.61,0.64,1.06
"COL",2002,41572493,1109500,0.3298263922,356650,118261,208293,95.46,31.65,55.75
"COL",2003,42152147,1109500,0.3651618352,369721,123638,242010,98.62,32.98,64.55
"COL",2004,42724157,1109500,0.3586342693,351921,128193,238201,94.91,34.57,64.24
"COL",2005,43285636,1109500,0.3563423841,481592,198412,221836,133.29,54.92,61.4
"COL",2006,43835744,1109500,0.3817394204,543964,299493,244545,161.45,88.89,72.58
"COL",2007,44374647,1109500,0.3632989385,574625,285637,227232,160.96,80.01,63.65
"COL",2008,44901660,1109500,0.380520614,458489,197953,234277,132.47,57.2,67.69
"COL",2009,45416276,1109500,0.3428000167,544869,200384,137398,162.45,59.74,40.97
"COL",2010,45918101,1109500,0.3370084635,538735,261763,231195,160.67,78.07,68.95
"COL",2011,46406446,1109500,0.386688692,608745,298943,274353,178.57,87.69,80.48
"COL",2012,46881018,1109500,0.3829609779,691109.26,305703.4,274725.74,200.15,88.53,79.56
"COL",2013,47342363,1109500,0.3783616353,608186.02,303810.11,245452.53,176.39,88.11,71.19
"COL",2014,47791393,1109500,0.3747619526,647360.88,297743.13,303463.77,178.72,82.2,83.78
"CRI",2002,4063208,51060,0.900196377,37310,23087,47005,76.14,47.12,95.93
"CRI",2003,4125970,51060,0.9520438265,65179,31631,81121,130.36,63.26,162.24
"CRI",2004,4187039,51060,0.9573671807,61342,23120,68144,122.68,46.24,136.29
"CRI",2005,4247843,51060,1.0247440797,88828,35507,81649,181.28,72.46,166.63
"CRI",2006,4308790,51060,1.0440636527,71161,24080,78367,140.91,47.68,155.18
"CRI",2007,4369465,51060,1.0222714315,66196,23813,68030,132.39,47.63,136.06
"CRI",2008,4429506,51060,1.0062673164,67845,4794,68857,135.69,9.59,137.71
"CRI",2009,4488261,51060,0.8397694187,73323,16882,75507,138.35,31.85,142.47
"CRI",2010,4545273,51060,0.7909772777,57324,18282,47017,106.16,33.86,87.07
"CRI",2011,4600487,51060,0.7940393526,85448,9034,70828,156.21,16.52,129.48
"CRI",2012,4654148,51060,0.7893920688,87871.7,21384.11,38140.21,160.64,39.09,69.73
"CRI",2013,4706433,51060,0.7449461197,89977.62,17295.53,29570.2,164.64,31.65,54.11
"CRI",2014,4757606,51060,0.7230192615,77922.43,17736.69,35775.29,142.69,32.48,65.51
"CUB",2002,11184540,106390,0.2472938697,67343,20572,56807,15.89,4.86,13.41
"CUB",2003,11214837,106400,0.2658691142,24850,12192,24876,5.94,2.92,5.95
"CUB",2004,11240680,106410,0.3131157925,41829,6649,20195,10.12,1.61,4.89
"CUB",2005,11261052,106440,0.3936174204,30744,13753,37683,7.5,3.36,9.2
"CUB",2006,11275199,106430,0.3718793905,43638,29083,44001,10.75,7.16,10.84
"CUB",2007,11284043,106440,0.3796786881,51783,22744,53026,12.97,5.7,13.29
"CUB",2008,11290239,106440,0.4491722075,58322,35421,59155,14.85,9.02,15.06
"CUB",2009,11297442,106440,0.3291359664,30563,10096,20002,7.91,2.61,5.17
"CUB",2010,11308133,106440,0.4029274875,46159,23763,31237,12.13,6.25,8.21
"CUB",2011,11323570,106440,0.469604787,72158,21740,45664,19.29,5.81,12.21
"CUB",2012,11342631,106449,0.4586756323,66349.33,29358.92,51452.62,18.66,8.26,14.47
"CUB",2013,11362505,106449,0.4432253139,77567.24,29952.38,48712.8,21.69,8.37,13.62
"CYP",2002,979883,9240,1.2445288354,8629,5688,1648,62.08,40.92,11.86
"CYP",2003,998150,9240,1.1481028012,9591,6551,1580,62.69,42.82,10.33
"CYP",2004,1015827,9240,1.1493835432,8209,5191,1449,52.96,33.49,9.35
"CYP",2005,1032586,9240,1.1291521228,7225,4903,1276,43.52,29.54,7.69
"CYP",2006,1048293,9240,1.1093876881,6638,4726,1174,42.55,30.29,7.53
"CYP",2007,1063040,9240,1.1245493521,6340,4517,1203,43.63,31.09,8.28
"CYP",2008,1077010,9240,1.1113005506,4785,2151,2294,41.9,18.84,20.09
"CYP",2009,1090486,9240,0.9917641618,7031,5142,3595,57.02,41.7,29.16
"CYP",2010,1103685,9240,1.0099722288,8437,5235,3077,75,46.53,27.35
"CYP",2011,1116644,9240,1.0249082197,7408,2765,2528,65.04,24.28,22.19
"CYP",2012,1129303,9240,1.0139260454,8791,4909,3162,76.91,42.95,27.66
"CYP",2013,1141652,9240,0.9917522769,6979,4455,3225,66.09,42.19,30.54
"CYP",2014,1153658,9240,1.0810069764,6242,3956,2486,58.72,37.22,23.39
"CZE",2002,10196916,77270,0.9176586404,191778,41409,30555,58.04,12.53,9.25
"CZE",2003,10193998,77270,0.9532790488,218390,45923,30831,66.22,13.92,9.35
"CZE",2004,10197101,77260,1.1404649307,206576,43338,29904,62.73,13.16,9.08
"CZE",2005,10211216,77260,1.2227588205,215130,43368,28884,65.47,13.2,8.79
"CZE",2006,10238905,77250,1.278387377,223684,47083,31097,68.24,14.36,9.49
"CZE",2007,10298828,77250,1.3065523189,237875,49034,33133,72.72,14.99,10.13
"CZE",2008,10384603,77250,1.2456032431,221667,35218,21313,67.91,10.79,6.53
"CZE",2009,10443936,77250,1.1374112116,225982,35078,20424,69.4,10.77,6.27
"CZE",2010,10474410,77240,1.2925455484,238554,39991,25382,73.45,12.31,7.81
"CZE",2011,10496088,77240,1.3928188139,248024,43001,27199,76.55,13.27,8.39
"CZE",2012,10510785,77230,1.4832457857,339655,41118,22266,105.06,12.72,6.89
"CZE",2013,10514272,77230,1.4874105647,331997,41488,30384,102.94,12.86,9.42
"CZE",2014,10510566,77230,1.6091589871,328627,41990,34237,102.09,13.04,10.64
"DEU",2002,82488495,348860,0.6077300852,1787833,327387,479673,149.02,27.29,39.98
"DEU",2003,82534176,348810,0.6151913445,1827767,284138,486464,151.9,23.61,40.43
"DEU",2004,82516260,348770,0.6585610979,1778438,302714,478415,146.98,25.02,39.54
"DEU",2005,82469422,348760,0.7042119034,1784996,273937,426111,147.5,22.64,35.21
"DEU",2006,82376451,348720,0.770821686,1599788,264610,442578,132.61,21.93,36.69
"DEU",2007,82266372,348670,0.7937053115,1807176,316692,511303,149.66,26.23,42.34
"DEU",2008,82110097,348630,0.8094490464,1550625,174345,179171,127.81,14.37,14.77
"DEU",2009,81902307,348610,0.7066504626,1569045,235159,362791,129.19,19.36,29.87
"DEU",2010,81776930,348570,0.7930307822,1786485,286348,433743,148.32,23.77,36.01
"DEU",2011,81797673,348560,0.8474773595,1640414,247080,386414,135.85,20.46,32
"DEU",2012,80425823,348540,0.8588922849,1648828,284168,421042,137.01,23.61,34.99
"DEU",2013,80645605,348540,0.8497071774,1675289,283997,457131,138.73,23.52,37.85
"DEU",2014,80889505,348540,0.8471493492,1822791,301184,459855,150.97,24.94,38.09
"DMA",2002,69806,750,0.82737836,157,140,136,7.85,7,6.8
"DMA",2003,70058,750,0.7876441304,247,247,247,12.35,12.35,12.35
"DMA",2004,70325,750,0.812734575,347,323,323,17.35,16.15,16.15
"DMA",2005,70542,750,0.879,408,459,172,20.4,22.95,8.6
"DMA",2006,70690,750,0.8795066413,158,244,269,7.9,12.2,13.45
"DMA",2007,70795,750,0.9112478031,616,748,16,30.8,37.4,0.8
"DMA",2008,70881,750,0.9692805174,203,10,10,10.15,0.5,0.5
"DMA",2009,70995,750,0.8425435276,121,114,114,5.76,5.43,5.43
"DMA",2010,71167,750,0.8882220555,114,105,94,4.96,4.57,4.09
"DMA",2011,71402,750,0.9091580502,186,338,377,8.09,14.7,16.39
"DMA",2012,71685,750,0.8455867939,119.08,195.46,194.41,5.17,8.48,8.43
"DMA",2013,72005,750,0.8271078216,292.9,221.39,221.39,12.7,9.61,9.61
"DMA",2014,72341,750,0.816254417,179.48,222.86,203.36,7.78,9.65,8.83
"DNK",2002,5375931,42430,0.8429067888,158370,5355,58318,69.37,2.35,25.54
"DNK",2003,5390574,42430,0.8095967916,218132,15835,75116,95.92,6.96,33.03
"DNK",2004,5404523,42430,0.8213810464,182171,45410,100935,80.04,19.95,44.35
"DNK",2005,5419432,42430,0.8922035855,179046,41662,99049,76.55,17.81,42.35
"DNK",2006,5437272,42430,0.9714764193,190309,39806,95135,80.88,16.92,40.43
"DNK",2007,5461438,42430,0.998385524,192937,40663,94802,83.41,17.58,40.99
"DNK",2008,5493621,42430,1.044194672,218223,40049,96446,90.66,16.64,40.07
"DNK",2009,5523095,42430,0.890773264,186981,22395,40818,76.73,9.19,16.75
"DNK",2010,5547683,42430,0.933257128,180105,32982,62210,74.24,13.6,25.64
"DNK",2011,5570572,42430,1.0033865968,183151,34257,64601,73.17,13.69,25.81
"DNK",2012,5591572,42430,1.025819339,189000,23000,47000,77.97,9.49,19.39
"DNK",2013,5614932,42430,1.0280641415,186794,31150,61964,77.38,12.9,25.67
"DNK",2014,5639565,42430,1.0197309599,204668,32031,63813,84.02,13.15,26.2
"DOM",2002,8832286,48320,0.7281372007,51430,3010,11467,39.02,2.28,8.7
"DOM",2003,8967759,48320,0.864946927,40693,0,2146,32.87,0,1.73
"DOM",2004,9102997,48320,0.8388334774,41808,0,6714,34.27,0,5.5
"DOM",2005,9237565,48320,0.6553466562,36841,3412,7504,30.2,2.8,6.15
"DOM",2006,9371333,48320,0.6796629758,49254,5359,11370,40.37,4.39,9.32
"DOM",2007,9504336,48320,0.6193848533,44450,14605,18646,36.43,11.97,15.28
"DOM",2008,9636491,48320,0.6143739103,43134,20270,915,35.95,16.89,0.76
"DOM",2009,9767737,48320,0.5059543318,45787,17722,939,38.16,14.77,0.78
